regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,8,0.5,4.0,16,1024,2048,8192,5120,562.46,828.285,539.07,-0.088
mixed,16,8,0.5,4.0,16,1024,4096,16384,10240,992.83,1506.204,969.822,-0.0448
mixed,16,8,0.5,4.0,16,2048,128,512,320,141.151,163.423,141.343,0.0086
mixed,16,8,0.5,4.0,16,2048,256,1024,640,177.215,209.376,171.521,-0.177
mixed,16,8,0.5,4.0,16,2048,512,2048,1280,232.99,299.455,228.609,-0.0659
mixed,16,8,0.5,4.0,16,2048,1024,4096,2560,342.271,474.142,340.288,-0.015
mixed,16,8,0.5,4.0,16,2048,2048,8192,5120,568.735,824.349,545.437,-0.0911
mixed,16,8,0.5,4.0,16,2048,4096,16384,10240,998.652,1511.453,976.253,-0.0437
mixed,16,8,0.5,4.0,16,4096,128,512,320,152.35,174.785,150.175,-0.0969
mixed,16,8,0.5,4.0,16,4096,256,1024,640,187.616,224.575,182.015,-0.1515
mixed,16,8,0.5,4.0,16,4096,512,2048,1280,245.249,312.67,243.167,-0.0309
mixed,16,8,0.5,4.0,16,4096,1024,4096,2560,356.417,486.239,353.086,-0.0257
mixed,16,8,0.5,4.0,16,4096,2048,8192,5120,578.974,844.318,558.367,-0.0777
mixed,16,8,0.5,4.0,16,4096,4096,16384,10240,1013.535,1527.42,984.926,-0.0557
mixed,16,8,0.5,4.0,16,8192,128,512,320,185.312,207.167,181.663,-0.167
mixed,16,8,0.5,4.0,16,8192,256,1024,640,222.269,257.308,218.366,-0.1114
mixed,16,8,0.5,4.0,16,8192,512,2048,1280,280.447,350.687,277.792,-0.0378
mixed,16,8,0.5,4.0,16,8192,1024,4096,2560,395.07,527.134,383.582,-0.087
mixed,16,8,0.5,4.0,16,8192,2048,8192,5120,609.758,878.267,593.054,-0.0622
mixed,16,8,0.5,4.0,16,8192,4096,16384,10240,1038.43,1559.485,1031.135,-0.014
mixed,16,8,0.5,4.0,32,0,128,512,320,135.582,156.415,134.015,-0.0752
mixed,16,8,0.5,4.0,32,0,256,1024,640,169.184,206.336,163.84,-0.1438
mixed,16,8,0.5,4.0,32,0,512,2048,1280,225.919,296.192,221.888,-0.0574
mixed,16,8,0.5,4.0,32,0,1024,4096,2560,342.112,469.343,332.894,-0.0725
mixed,16,8,0.5,4.0,32,0,2048,8192,5120,559.138,817.63,545.341,-0.0534
mixed,16,8,0.5,4.0,32,0,4096,16384,10240,985.952,1518.429,963.804,-0.0416
mixed,16,8,0.5,4.0,32,512,128,512,320,161.31,180.898,160.065,-0.0636
mixed,16,8,0.5,4.0,32,512,256,1024,640,195.617,230.592,189.758,-0.1675
mixed,16,8,0.5,4.0,32,512,512,2048,1280,253.504,322.781,255.199,0.0245
mixed,16,8,0.5,4.0,32,512,1024,4096,2560,365.375,501.788,361.441,-0.0288
mixed,16,8,0.5,4.0,32,512,2048,8192,5120,586.974,848.093,572.383,-0.0559
mixed,16,8,0.5,4.0,32,512,4096,16384,10240,1016.058,1548.123,1007.068,-0.0169
mixed,16,8,0.5,4.0,32,1024,128,512,320,162.557,184.67,160.962,-0.0721
mixed,16,8,0.5,4.0,32,1024,256,1024,640,198.144,233.47,192.8,-0.1513
mixed,16,8,0.5,4.0,32,1024,512,2048,1280,256.254,320.863,252.736,-0.0545
mixed,16,8,0.5,4.0,32,1024,1024,4096,2560,371.39,500.027,360.544,-0.0843
mixed,16,8,0.5,4.0,32,1024,2048,8192,5120,596.096,850.332,573.824,-0.0876
mixed,16,8,0.5,4.0,32,1024,4096,16384,10240,1016.702,1538.109,998.717,-0.0345
mixed,16,8,0.5,4.0,32,2048,128,512,320,168.191,190.943,168.159,-0.0014
mixed,16,8,0.5,4.0,32,2048,256,1024,640,205.473,240.287,200.927,-0.1306
mixed,16,8,0.5,4.0,32,2048,512,2048,1280,266.591,332.255,259.998,-0.1004
mixed,16,8,0.5,4.0,32,2048,1024,4096,2560,377.182,508.673,369.855,-0.0557
mixed,16,8,0.5,4.0,32,2048,2048,8192,5120,607.325,861.727,580.478,-0.1055
mixed,16,8,0.5,4.0,32,2048,4096,16384,10240,1026.109,1551.803,1006.973,-0.0364
mixed,16,8,0.5,4.0,32,4096,128,512,320,183.103,205.186,180.671,-0.1101
mixed,16,8,0.5,4.0,32,4096,256,1024,640,218.818,257.854,214.27,-0.1165
mixed,16,8,0.5,4.0,32,4096,512,2048,1280,279.39,346.944,277.088,-0.0341
mixed,16,8,0.5,4.0,32,4096,1024,4096,2560,391.741,526.334,386.207,-0.0411
mixed,16,8,0.5,4.0,32,4096,2048,8192,5120,614.176,867.328,596.031,-0.0717
mixed,16,8,0.5,4.0,32,4096,4096,16384,10240,1044.126,1570.361,1016.253,-0.053
mixed,16,8,0.5,4.0,32,8192,128,512,320,277.662,301.184,277.09,-0.0243
mixed,16,8,0.5,4.0,32,8192,256,1024,640,314.911,348.703,307.678,-0.214
mixed,16,8,0.5,4.0,32,8192,512,2048,1280,375.04,442.943,370.592,-0.0655
mixed,16,8,0.5,4.0,32,8192,1024,4096,2560,483.389,618.016,477.342,-0.0449
mixed,16,8,0.5,4.0,32,8192,2048,8192,5120,716.764,962.268,691.837,-0.1015
mixed,16,8,0.5,4.0,32,8192,4096,16384,10240,1131.838,1654.171,1123.739,-0.0155
mixed,16,8,0.5,4.0,64,0,128,512,320,136.959,157.823,135.233,-0.0827
mixed,16,8,0.5,4.0,64,0,256,1024,640,172.609,210.207,168.831,-0.1005
mixed,16,8,0.5,4.0,64,0,512,2048,1280,231.648,299.87,227.168,-0.0657
mixed,16,8,0.5,4.0,64,0,1024,4096,2560,346.112,472.162,335.966,-0.0805
mixed,16,8,0.5,4.0,64,0,2048,8192,5120,568.32,830.173,549.79,-0.0708
mixed,16,8,0.5,4.0,64,0,4096,16384,10240,1003.229,1508.317,971.838,-0.0621
mixed,16,8,0.5,4.0,64,512,128,512,320,168.479,189.601,166.654,-0.0864
mixed,16,8,0.5,4.0,64,512,256,1024,640,204.477,242.24,200.513,-0.105
mixed,16,8,0.5,4.0,64,512,512,2048,1280,265.535,333.694,259.935,-0.0822
mixed,16,8,0.5,4.0,64,512,1024,4096,2560,377.309,508.959,371.612,-0.0433
mixed,16,8,0.5,4.0,64,512,2048,8192,5120,595.293,856.349,579.358,-0.061
mixed,16,8,0.5,4.0,64,512,4096,16384,10240,1019.583,1543.546,1010.62,-0.0171
mixed,16,8,0.5,4.0,64,1024,128,512,320,173.919,196.253,171.807,-0.0946
mixed,16,8,0.5,4.0,64,1024,256,1024,640,210.463,247.102,207.136,-0.0908
mixed,16,8,0.5,4.0,64,1024,512,2048,1280,270.847,338.782,267.713,-0.0461
mixed,16,8,0.5,4.0,64,1024,1024,4096,2560,387.328,514.526,379.421,-0.0622
mixed,16,8,0.5,4.0,64,1024,2048,8192,5120,607.678,866.462,581.986,-0.0993
mixed,16,8,0.5,4.0,64,1024,4096,16384,10240,1035.84,1549.051,1004.255,-0.0615
mixed,16,8,0.5,4.0,64,2048,128,512,320,184.992,205.312,181.854,-0.1544
mixed,16,8,0.5,4.0,64,2048,256,1024,640,219.583,259.584,214.817,-0.1191
mixed,16,8,0.5,4.0,64,2048,512,2048,1280,283.263,348.671,277.985,-0.0807
mixed,16,8,0.5,4.0,64,2048,1024,4096,2560,392.414,523.132,388.257,-0.0318
mixed,16,8,0.5,4.0,64,2048,2048,8192,5120,612.509,873.441,594.492,-0.069
mixed,16,8,0.5,4.0,64,2048,4096,16384,10240,1052.956,1561.82,1023.934,-0.057
mixed,16,8,0.5,4.0,64,4096,128,512,320,261.695,282.753,260.32,-0.0653
mixed,16,8,0.5,4.0,64,4096,256,1024,640,299.167,337.469,294.56,-0.1203
mixed,16,8,0.5,4.0,64,4096,512,2048,1280,358.944,426.015,354.525,-0.0659
mixed,16,8,0.5,4.0,64,4096,1024,4096,2560,471.841,606.815,461.919,-0.0735
mixed,16,8,0.5,4.0,64,4096,2048,8192,5120,690.75,949.02,674.783,-0.0618
mixed,16,8,0.5,4.0,64,4096,4096,16384,10240,1127.806,1637.533,1089.916,-0.0743
mixed,16,8,0.5,4.0,64,8192,128,512,320,342.719,364.704,342.975,0.0116
mixed,16,8,0.5,4.0,64,8192,256,1024,640,381.024,416.734,374.208,-0.1909
mixed,16,8,0.5,4.0,64,8192,512,2048,1280,437.725,505.341,434.239,-0.0516
mixed,16,8,0.5,4.0,64,8192,1024,4096,2560,551.966,683.292,540.415,-0.088
mixed,16,8,0.5,4.0,64,8192,2048,8192,5120,765.694,1031.677,754.336,-0.0427
mixed,16,8,0.5,4.0,64,8192,4096,16384,10240,1202.329,1715.354,1178.237,-0.047
mixed,16,8,0.5,4.0,128,0,128,512,320,144.065,163.871,143.201,-0.0436
mixed,16,8,0.5,4.0,128,0,256,1024,640,177.117,212.992,172.385,-0.1319
mixed,16,8,0.5,4.0,128,0,512,2048,1280,236.321,301.184,231.327,-0.077
mixed,16,8,0.5,4.0,128,0,1024,4096,2560,351.616,480.096,346.08,-0.0431
mixed,16,8,0.5,4.0,128,0,2048,8192,5120,568.319,820.03,556.191,-0.0482
mixed,16,8,0.5,4.0,128,0,4096,16384,10240,995.995,1528.635,973.053,-0.0431
mixed,16,8,0.5,4.0,128,512,128,512,320,184.671,206.753,182.017,-0.1202
mixed,16,8,0.5,4.0,128,512,256,1024,640,221.472,260.862,215.775,-0.1446
mixed,16,8,0.5,4.0,128,512,512,2048,1280,282.144,351.743,276.543,-0.0805
mixed,16,8,0.5,4.0,128,512,1024,4096,2560,392.828,531.615,385.565,-0.0523
mixed,16,8,0.5,4.0,128,512,2048,8192,5120,619.644,868.701,600.605,-0.0764
mixed,16,8,0.5,4.0,128,512,4096,16384,10240,1048.156,1581.209,1021.5,-0.05
mixed,16,8,0.5,4.0,128,1024,128,512,320,192.096,212.798,191.872,-0.0108
mixed,16,8,0.5,4.0,128,1024,256,1024,640,227.968,268.382,223.231,-0.1172
mixed,16,8,0.5,4.0,128,1024,512,2048,1280,289.599,359.104,286.815,-0.0401
mixed,16,8,0.5,4.0,128,1024,1024,4096,2560,400.061,541.883,393.247,-0.048
mixed,16,8,0.5,4.0,128,1024,2048,8192,5120,625.758,874.111,606.459,-0.0777
mixed,16,8,0.5,4.0,128,1024,4096,16384,10240,1054.366,1568.701,1023.55,-0.0599
mixed,16,8,0.5,4.0,128,2048,128,512,320,268.862,291.166,264.191,-0.2094
mixed,16,8,0.5,4.0,128,2048,256,1024,640,305.856,340.446,299.296,-0.1897
mixed,16,8,0.5,4.0,128,2048,512,2048,1280,361.023,436.801,358.845,-0.0287
mixed,16,8,0.5,4.0,128,2048,1024,4096,2560,475.741,603.359,466.591,-0.0717
mixed,16,8,0.5,4.0,128,2048,2048,8192,5120,689.181,958.941,674.555,-0.0542
mixed,16,8,0.5,4.0,128,2048,4096,16384,10240,1131.355,1648.601,1109.467,-0.0423
mixed,16,8,0.5,4.0,128,4096,128,512,320,347.838,367.998,344.191,-0.1809
mixed,16,8,0.5,4.0,128,4096,256,1024,640,382.781,415.55,380.414,-0.0722
mixed,16,8,0.5,4.0,128,4096,512,2048,1280,442.654,508.349,438.142,-0.0687
mixed,16,8,0.5,4.0,128,4096,1024,4096,2560,555.677,685.755,547.04,-0.0664
mixed,16,8,0.5,4.0,128,4096,2048,8192,5120,779.486,1028.829,753.345,-0.1048
mixed,16,8,0.5,4.0,128,4096,4096,16384,10240,1209.371,1731.896,1180.572,-0.0551
mixed,16,8,0.5,4.0,128,8192,128,512,320,492.83,512.83,491.227,-0.0801
mixed,16,8,0.5,4.0,128,8192,256,1024,640,528.862,564.382,522.878,-0.1685
mixed,16,8,0.5,4.0,128,8192,512,2048,1280,586.623,652.639,584.99,-0.0247
mixed,16,8,0.5,4.0,128,8192,1024,4096,2560,702.593,829.789,691.293,-0.0888
mixed,16,8,0.5,4.0,128,8192,2048,8192,5120,917.597,1172.664,910.204,-0.029
mixed,16,8,0.5,4.0,128,8192,4096,16384,10240,1354.748,1867.1,1335.354,-0.0379
mixed,16,8,0.5,4.0,256,0,128,512,320,207.135,227.679,204.16,-0.1448
mixed,16,8,0.5,4.0,256,0,256,1024,640,243.87,282.046,239.391,-0.1173
mixed,16,8,0.5,4.0,256,0,512,2048,1280,306.336,373.823,302.815,-0.0522
mixed,16,8,0.5,4.0,256,0,1024,4096,2560,418.526,553.66,411.069,-0.0552
mixed,16,8,0.5,4.0,256,0,2048,8192,5120,640.094,893.212,619.808,-0.0801
mixed,16,8,0.5,4.0,256,0,4096,16384,10240,1070.2,1595.131,1047.23,-0.0438
mixed,16,8,0.5,4.0,256,512,128,512,320,274.079,295.711,272.417,-0.0768
mixed,16,8,0.5,4.0,256,512,256,1024,640,309.726,347.904,306.59,-0.0821
mixed,16,8,0.5,4.0,256,512,512,2048,1280,370.59,436.862,366.337,-0.0642
mixed,16,8,0.5,4.0,256,512,1024,4096,2560,483.645,611.485,478.751,-0.0383
mixed,16,8,0.5,4.0,256,512,2048,8192,5120,702.269,962.365,690.462,-0.0454
mixed,16,8,0.5,4.0,256,512,4096,16384,10240,1130.235,1663.035,1115.165,-0.0283
mixed,16,8,0.5,4.0,256,1024,128,512,320,328.381,351.902,328.577,0.0083
mixed,16,8,0.5,4.0,256,1024,256,1024,640,365.31,403.616,360.765,-0.1186
mixed,16,8,0.5,4.0,256,1024,512,2048,1280,423.903,491.103,420.703,-0.0476
mixed,16,8,0.5,4.0,256,1024,1024,4096,2560,533.6,671.806,529.376,-0.0306
mixed,16,8,0.5,4.0,256,1024,2048,8192,5120,754.207,1022.171,733.887,-0.0758
mixed,16,8,0.5,4.0,256,1024,4096,16384,10240,1199.612,1725.916,1169.66,-0.0569
mixed,16,8,0.5,4.0,256,2048,128,512,320,366.175,385.34,365.151,-0.0534
mixed,16,8,0.5,4.0,256,2048,256,1024,640,401.087,438.686,395.71,-0.143
mixed,16,8,0.5,4.0,256,2048,512,2048,1280,459.488,528.384,456.831,-0.0386
mixed,16,8,0.5,4.0,256,2048,1024,4096,2560,575.55,706.654,568.319,-0.0552
mixed,16,8,0.5,4.0,256,2048,2048,8192,5120,796.958,1056.573,783.967,-0.05
mixed,16,8,0.5,4.0,256,2048,4096,16384,10240,1223.452,1751.257,1205.21,-0.0346
mixed,16,8,0.5,4.0,256,4096,128,512,320,508.414,531.392,508.992,0.0252
mixed,16,8,0.5,4.0,256,4096,256,1024,640,545.983,582.494,542.878,-0.085
mixed,16,8,0.5,4.0,256,4096,512,2048,1280,606.685,673.792,600.317,-0.0949
mixed,16,8,0.5,4.0,256,4096,1024,4096,2560,715.71,852.028,711.262,-0.0326
mixed,16,8,0.5,4.0,256,4096,2048,8192,5120,935.29,1207.578,921.627,-0.0502
mixed,16,8,0.5,4.0,256,4096,4096,16384,10240,1365.627,1893.531,1360.253,-0.0102
mixed,16,8,0.5,4.0,256,8192,128,512,320,755.452,776.224,754.558,-0.043
mixed,16,8,0.5,4.0,256,8192,256,1024,640,792.989,827.837,786.012,-0.2002
mixed,16,8,0.5,4.0,256,8192,512,2048,1280,850.492,918.174,846.943,-0.0524
mixed,16,8,0.5,4.0,256,8192,1024,4096,2560,967.644,1095.289,950.652,-0.1331
mixed,16,8,0.5,4.0,256,8192,2048,8192,5120,1182.044,1443.227,1169.755,-0.0471
mixed,16,8,0.5,4.0,256,8192,4096,16384,10240,1625.178,2142.267,1591.13,-0.0658
mixed,16,8,0.5,4.0,512,0,128,512,320,326.11,346.431,323.261,-0.1402
mixed,16,8,0.5,4.0,512,0,256,1024,640,359.676,399.583,356.19,-0.0874
mixed,16,8,0.5,4.0,512,0,512,2048,1280,422.145,488.923,417.148,-0.0748
mixed,16,8,0.5,4.0,512,0,1024,4096,2560,534.621,665.758,524.285,-0.0788
mixed,16,8,0.5,4.0,512,0,2048,8192,5120,759.357,1013.182,733.403,-0.1023
mixed,16,8,0.5,4.0,512,0,4096,16384,10240,1182.493,1709.915,1157.277,-0.0478
mixed,16,8,0.5,4.0,512,512,128,512,320,399.711,420.288,398.592,-0.0544
mixed,16,8,0.5,4.0,512,512,256,1024,640,434.24,473.662,430.428,-0.0967
mixed,16,8,0.5,4.0,512,512,512,2048,1280,494.398,562.239,491.455,-0.0434
mixed,16,8,0.5,4.0,512,512,1024,4096,2560,603.582,732.636,601.502,-0.0161
mixed,16,8,0.5,4.0,512,512,2048,8192,5120,834.845,1085.629,811.517,-0.093
mixed,16,8,0.5,4.0,512,512,4096,16384,10240,1263.867,1787.323,1241.598,-0.0425
mixed,16,8,0.5,4.0,512,1024,128,512,320,466.814,489.021,464.766,-0.0922
mixed,16,8,0.5,4.0,512,1024,256,1024,640,501.245,541.982,498.463,-0.0683
mixed,16,8,0.5,4.0,512,1024,512,2048,1280,561.246,627.678,560.637,-0.0092
mixed,16,8,0.5,4.0,512,1024,1024,4096,2560,671.935,806.652,664.381,-0.0561
mixed,16,8,0.5,4.0,512,1024,2048,8192,5120,893.757,1155.675,879.069,-0.0561
mixed,16,8,0.5,4.0,512,1024,4096,16384,10240,1322.268,1845.469,1308.379,-0.0265
mixed,16,8,0.5,4.0,512,2048,128,512,320,612.063,632.48,608.958,-0.1521
mixed,16,8,0.5,4.0,512,2048,256,1024,640,649.214,684.606,643.518,-0.1609
mixed,16,8,0.5,4.0,512,2048,512,2048,1280,707.868,781.051,703.741,-0.0564
mixed,16,8,0.5,4.0,512,2048,1024,4096,2560,820.925,958.109,810.815,-0.0737
mixed,16,8,0.5,4.0,512,2048,2048,8192,5120,1036.093,1297.691,1022.366,-0.0525
mixed,16,8,0.5,4.0,512,2048,4096,16384,10240,1473.242,1995.19,1458.617,-0.028
mixed,16,8,0.5,4.0,512,4096,128,512,320,890.877,909.244,887.067,-0.2074
mixed,16,8,0.5,4.0,512,4096,256,1024,640,923.933,961.017,923.231,-0.0189
mixed,16,8,0.5,4.0,512,4096,512,2048,1280,986.044,1051.934,979.932,-0.0928
mixed,16,8,0.5,4.0,512,4096,1024,4096,2560,1098.587,1222.715,1088.955,-0.0776
mixed,16,8,0.5,4.0,512,4096,2048,8192,5120,1316.06,1576.86,1301.659,-0.0552
mixed,16,8,0.5,4.0,512,4096,4096,16384,10240,1757.596,2274.455,1723.513,-0.0659
mixed,16,8,0.5,4.0,512,8192,128,512,320,1439.549,1462.333,1440.378,0.0364
mixed,16,8,0.5,4.0,512,8192,256,1024,640,1477.402,1514.749,1472.795,-0.1234
mixed,16,8,0.5,4.0,512,8192,512,2048,1280,1536.186,1607.453,1535.93,-0.0036
mixed,16,8,0.5,4.0,512,8192,1024,4096,2560,1647.578,1785.657,1643.933,-0.0264
mixed,16,8,0.5,4.0,512,8192,2048,8192,5120,1865.276,2135.639,1855.74,-0.0353
mixed,16,8,0.5,4.0,512,8192,4096,16384,10240,2310.197,2826.137,2284.73,-0.0494
mixed,16,8,0.5,4.0,1024,0,128,512,320,580.572,600.094,577.438,-0.1605
mixed,16,8,0.5,4.0,1024,0,256,1024,640,613.151,652.542,610.524,-0.0667
mixed,16,8,0.5,4.0,1024,0,512,2048,1280,675.357,740.573,669.79,-0.0854
mixed,16,8,0.5,4.0,1024,0,1024,4096,2560,792.347,918.75,775.934,-0.1298
mixed,16,8,0.5,4.0,1024,0,2048,8192,5120,1005.852,1271.9,992.571,-0.0499
mixed,16,8,0.5,4.0,1024,0,4096,16384,10240,1436.537,1960.73,1425.086,-0.0218
mixed,16,8,0.5,4.0,1024,512,128,512,320,757.023,779.389,755.197,-0.0816
mixed,16,8,0.5,4.0,1024,512,256,1024,640,793.438,828.607,788.348,-0.1447
mixed,16,8,0.5,4.0,1024,512,512,2048,1280,851.742,920.254,848.83,-0.0425
mixed,16,8,0.5,4.0,1024,512,1024,4096,2560,960.956,1099.773,954.271,-0.0482
mixed,16,8,0.5,4.0,1024,512,2048,8192,5120,1182.012,1447.386,1170.972,-0.0416
mixed,16,8,0.5,4.0,1024,512,4096,16384,10240,1617.465,2137.496,1591.74,-0.0495
mixed,16,8,0.5,4.0,1024,1024,128,512,320,913.085,938.396,911.133,-0.0771
mixed,16,8,0.5,4.0,1024,1024,256,1024,640,950.749,985.022,945.276,-0.1597
mixed,16,8,0.5,4.0,1024,1024,512,2048,1280,1007.804,1074.938,1000.958,-0.102
mixed,16,8,0.5,4.0,1024,1024,1024,4096,2560,1125.949,1248.477,1120.318,-0.046
mixed,16,8,0.5,4.0,1024,1024,2048,8192,5120,1340.636,1607.356,1323.454,-0.0644
mixed,16,8,0.5,4.0,1024,1024,4096,16384,10240,1771.389,2308.79,1746.97,-0.0454
mixed,16,8,0.5,4.0,1024,2048,128,512,320,1191.356,1212.443,1187.932,-0.1624
mixed,16,8,0.5,4.0,1024,2048,256,1024,640,1226.556,1261.693,1223.868,-0.0765
mixed,16,8,0.5,4.0,1024,2048,512,2048,1280,1285.051,1359.801,1282.457,-0.0347
mixed,16,8,0.5,4.0,1024,2048,1024,4096,2560,1391.577,1532.157,1390.045,-0.0109
mixed,16,8,0.5,4.0,1024,2048,2048,8192,5120,1619.516,1876.602,1601.945,-0.0683
mixed,16,8,0.5,4.0,1024,2048,4096,16384,10240,2055.42,2583.766,2041.368,-0.0266
mixed,16,8,0.5,4.0,1024,4096,128,512,320,1744.862,1767.993,1740.698,-0.18
mixed,16,8,0.5,4.0,1024,4096,256,1024,640,1781.05,1813.788,1774.01,-0.215
mixed,16,8,0.5,4.0,1024,4096,512,2048,1280,1842.042,1910.234,1834.586,-0.1093
mixed,16,8,0.5,4.0,1024,4096,1024,4096,2560,1954.94,2081.499,1942.265,-0.1002
mixed,16,8,0.5,4.0,1024,4096,2048,8192,5120,2167.193,2428.538,2150.586,-0.0635
mixed,16,8,0.5,4.0,1024,4096,4096,16384,10240,2605.944,3127.991,2581.205,-0.0474
mixed,16,8,0.5,4.0,1024,8192,128,512,320,2836.278,2857.175,2840.725,0.2128
mixed,16,8,0.5,4.0,1024,8192,256,1024,640,2877.717,2911.899,2869.783,-0.2321
mixed,16,8,0.5,4.0,1024,8192,512,2048,1280,2933.143,3001.851,2930.837,-0.0336
mixed,16,8,0.5,4.0,1024,8192,1024,4096,2560,3041.847,3173.047,3037.456,-0.0335
mixed,16,8,0.5,4.0,1024,8192,2048,8192,5120,3264.663,3524.145,3241.719,-0.0884
mixed,16,8,0.5,4.0,1024,8192,4096,16384,10240,3695.796,4217.777,3681.557,-0.0273
mixed,16,8,0.5,4.0,2048,0,128,512,320,1034.78,1056.924,1033.787,-0.0448
mixed,16,8,0.5,4.0,2048,0,256,1024,640,1071.484,1107.933,1068.059,-0.094
mixed,16,8,0.5,4.0,2048,0,512,2048,1280,1130.555,1205.499,1128.989,-0.0209
mixed,16,8,0.5,4.0,2048,0,1024,4096,2560,1245.85,1375.58,1239.962,-0.0454
mixed,16,8,0.5,4.0,2048,0,2048,8192,5120,1463.995,1719.354,1454.234,-0.0382
mixed,16,8,0.5,4.0,2048,0,4096,16384,10240,1908.026,2432.344,1868.059,-0.0762
mixed,16,8,0.5,4.0,2048,512,128,512,320,1371.035,1394.939,1369.625,-0.059
mixed,16,8,0.5,4.0,2048,512,256,1024,640,1408.826,1441.98,1401.433,-0.223
mixed,16,8,0.5,4.0,2048,512,512,2048,1280,1466.01,1535.771,1461.402,-0.0661
mixed,16,8,0.5,4.0,2048,512,1024,4096,2560,1578.713,1717.241,1571.481,-0.0522
mixed,16,8,0.5,4.0,2048,512,2048,8192,5120,1797.688,2069.752,1783.579,-0.0519
mixed,16,8,0.5,4.0,2048,512,4096,16384,10240,2231.063,2765.111,2205.239,-0.0484
mixed,16,8,0.5,4.0,2048,1024,128,512,320,1708.792,1726.651,1711.164,0.1328
mixed,16,8,0.5,4.0,2048,1024,256,1024,640,1742.937,1783.162,1742.235,-0.0175
mixed,16,8,0.5,4.0,2048,1024,512,2048,1280,1807.546,1873.721,1803.004,-0.0686
mixed,16,8,0.5,4.0,2048,1024,1024,4096,2560,1918.777,2053.465,1906.808,-0.0889
mixed,16,8,0.5,4.0,2048,1024,2048,8192,5120,2135.606,2393.946,2119.035,-0.0641
mixed,16,8,0.5,4.0,2048,1024,4096,16384,10240,2571.545,3097.012,2548.024,-0.0448
mixed,16,8,0.5,4.0,2048,2048,128,512,320,2256.055,2278.936,2259.607,0.1552
mixed,16,8,0.5,4.0,2048,2048,256,1024,640,2297.018,2333.366,2289.466,-0.2078
mixed,16,8,0.5,4.0,2048,2048,512,2048,1280,2353.464,2425.623,2352.629,-0.0116
mixed,16,8,0.5,4.0,2048,2048,1024,4096,2560,2472.087,2603.223,2459.987,-0.0923
mixed,16,8,0.5,4.0,2048,2048,2048,8192,5120,2686.708,2942.582,2674.967,-0.0459
mixed,16,8,0.5,4.0,2048,2048,4096,16384,10240,3128.534,3641.299,3104.243,-0.0474
mixed,16,8,0.5,4.0,2048,4096,128,512,320,3350.483,3375.283,3353.361,0.116
mixed,16,8,0.5,4.0,2048,4096,256,1024,640,3388.087,3430.358,3383.543,-0.1075
mixed,16,8,0.5,4.0,2048,4096,512,2048,1280,3451.985,3519.22,3442.068,-0.1475
mixed,16,8,0.5,4.0,2048,4096,1024,4096,2560,3567.635,3690.93,3555.796,-0.096
mixed,16,8,0.5,4.0,2048,4096,2048,8192,5120,3781.073,4042.227,3761.396,-0.0753
mixed,16,8,0.5,4.0,2048,4096,4096,16384,10240,4206.548,4743.088,4197.267,-0.0173
mixed,16,8,0.5,4.0,2048,8192,128,512,320,5554.701,5573.711,5557.072,0.1247
mixed,16,8,0.5,4.0,2048,8192,256,1024,640,5583.467,5625.135,5582.859,-0.0146
mixed,16,8,0.5,4.0,2048,8192,512,2048,1280,5644.269,5711.056,5637.933,-0.0949
mixed,16,8,0.5,4.0,2048,8192,1024,4096,2560,5756.558,5896.362,5757.45,0.0064
mixed,16,8,0.5,4.0,2048,8192,2048,8192,5120,5974.795,6236.688,5960.3,-0.0553
mixed,16,8,0.5,4.0,2048,8192,4096,16384,10240,6405.708,6954.12,6393.224,-0.0228
pure,16,12,0.75,4.0,0,0,128,512,416,88.926,100.32,88.16,-0.0672
pure,16,12,0.75,4.0,0,0,256,1024,832,126.368,147.999,128.351,0.0917
pure,16,12,0.75,4.0,0,0,512,2048,1664,206.016,238.111,201.054,-0.1546
pure,16,12,0.75,4.0,0,0,1024,4096,3328,347.552,417.406,346.399,-0.0165
pure,16,12,0.75,4.0,0,0,2048,8192,6656,632.349,766.526,627.328,-0.0374
pure,16,12,0.75,4.0,0,0,4096,16384,13312,1183.899,1456.732,1179.324,-0.0168
mixed,16,12,0.75,4.0,16,0,128,512,416,109.632,121.44,108.032,-0.1355
mixed,16,12,0.75,4.0,16,0,256,1024,832,148.832,168.48,149.566,0.0374
mixed,16,12,0.75,4.0,16,0,512,2048,1664,226.879,262.211,217.535,-0.2645
mixed,16,12,0.75,4.0,16,0,1024,4096,3328,373.949,439.871,364.896,-0.1373
mixed,16,12,0.75,4.0,16,0,2048,8192,6656,653.984,774.366,649.054,-0.041
mixed,16,12,0.75,4.0,16,0,4096,16384,13312,1219.966,1486.394,1204.091,-0.0596
mixed,16,12,0.75,4.0,16,512,128,512,416,143.455,156.669,142.685,-0.0583
mixed,16,12,0.75,4.0,16,512,256,1024,832,184.926,203.166,184.864,-0.0034
mixed,16,12,0.75,4.0,16,512,512,2048,1664,259.07,295.581,251.999,-0.1937
mixed,16,12,0.75,4.0,16,512,1024,4096,3328,408.0,470.88,400.765,-0.1151
mixed,16,12,0.75,4.0,16,512,2048,8192,6656,689.246,813.594,684.287,-0.0399
mixed,16,12,0.75,4.0,16,512,4096,16384,13312,1250.174,1508.866,1255.261,0.0197
mixed,16,12,0.75,4.0,16,1024,128,512,416,145.791,158.624,145.056,-0.0573
