regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,32,1024,128,512,320,176.065,190.337,175.203,-0.0604
mixed,2,1,0.5,4.0,32,1024,256,1024,640,194.306,213.505,193.857,-0.0234
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,233.182,270.656,230.08,-0.0828
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,285.633,358.082,289.538,0.0539
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,399.138,525.635,399.236,0.0008
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,609.86,853.411,615.332,0.0225
mixed,2,1,0.5,4.0,32,2048,128,512,320,260.129,273.793,256.388,-0.2738
mixed,2,1,0.5,4.0,32,2048,256,1024,640,276.737,297.633,279.714,0.1425
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,314.882,352.708,311.49,-0.0897
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,362.817,435.17,369.73,0.0955
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,474.755,608.292,482.018,0.0544
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,700.418,937.543,682.597,-0.0752
mixed,2,1,0.5,4.0,32,4096,128,512,320,347.649,360.798,346.273,-0.1046
mixed,2,1,0.5,4.0,32,4096,256,1024,640,362.656,382.178,366.111,0.177
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,401.825,433.539,397.059,-0.1503
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,448.451,518.818,456.005,0.1074
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,561.219,694.15,562.597,0.0104
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,776.61,1020.068,780.195,0.0147
mixed,2,1,0.5,4.0,32,8192,128,512,320,491.107,501.216,488.8,-0.2282
mixed,2,1,0.5,4.0,32,8192,256,1024,640,503.782,526.209,505.826,0.0911
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,542.5,577.922,537.505,-0.141
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,594.691,659.239,597.699,0.0466
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,700.324,837.028,707.331,0.0513
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,908.579,1166.791,914.628,0.0234
mixed,2,1,0.5,4.0,64,0,128,512,320,118.049,133.12,117.375,-0.0447
mixed,2,1,0.5,4.0,64,0,256,1024,640,134.785,153.153,134.594,-0.0104
mixed,2,1,0.5,4.0,64,0,512,2048,1280,170.976,207.232,167.647,-0.0918
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,222.37,291.523,226.594,0.0611
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,334.208,463.202,334.497,0.0022
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,541.697,796.548,546.081,0.0172
mixed,2,1,0.5,4.0,64,512,128,512,320,239.266,253.568,238.178,-0.0761
mixed,2,1,0.5,4.0,64,512,256,1024,640,257.504,279.14,257.347,-0.0073
mixed,2,1,0.5,4.0,64,512,512,2048,1280,298.21,336.096,291.714,-0.1715
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,350.115,419.459,354.945,0.0697
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,459.395,592.165,464.543,0.0388
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,675.807,928.804,677.987,0.0086
mixed,2,1,0.5,4.0,64,1024,128,512,320,268.674,282.691,267.874,-0.0571
mixed,2,1,0.5,4.0,64,1024,256,1024,640,285.024,305.727,285.057,0.0016
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,324.001,360.64,318.435,-0.1519
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,374.721,440.516,379.618,0.0744
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,481.665,614.626,486.724,0.038
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,696.066,942.149,699.586,0.0143
mixed,2,1,0.5,4.0,64,2048,128,512,320,346.4,358.912,346.432,0.0026
mixed,2,1,0.5,4.0,64,2048,256,1024,640,367.202,383.682,360.772,-0.3902
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,401.122,437.313,399.361,-0.0487
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,451.201,518.913,453.955,0.0407
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,561.731,701.891,566.178,0.0317
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,771.555,1024.771,778.435,0.0272
mixed,2,1,0.5,4.0,64,4096,128,512,320,497.506,505.988,491.585,-0.6981
mixed,2,1,0.5,4.0,64,4096,256,1024,640,508.129,531.842,510.85,0.1147
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,549.764,584.45,542.69,-0.2039
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,601.603,667.972,602.753,0.0173
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,712.289,841.922,711.682,-0.0047
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,927.396,1172.548,927.616,0.0009
mixed,2,1,0.5,4.0,64,8192,128,512,320,735.715,751.107,737.502,0.1161
mixed,2,1,0.5,4.0,64,8192,256,1024,640,755.619,773.251,756.481,0.0489
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,793.923,828.579,787.234,-0.193
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,845.284,911.812,848.389,0.0467
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,954.081,1088.931,955.719,0.0121
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,1165.922,1419.556,1172.452,0.0257
mixed,2,1,0.5,4.0,128,0,128,512,320,132.576,146.463,131.778,-0.0575
mixed,2,1,0.5,4.0,128,0,256,1024,640,150.945,170.528,151.36,0.0212
mixed,2,1,0.5,4.0,128,0,512,2048,1280,189.154,226.145,183.104,-0.1636
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,239.457,309.281,244.515,0.0724
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,351.233,484.705,354.401,0.0237
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,569.154,816.771,566.147,-0.0121
mixed,2,1,0.5,4.0,128,512,128,512,320,343.809,356.418,341.984,-0.1447
mixed,2,1,0.5,4.0,128,512,256,1024,640,361.509,380.77,360.96,-0.0285
mixed,2,1,0.5,4.0,128,512,512,2048,1280,400.001,436.642,395.712,-0.1171
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,449.088,519.072,453.312,0.0604
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,559.236,692.192,566.05,0.0513
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,778.37,1033.764,775.555,-0.011
mixed,2,1,0.5,4.0,128,1024,128,512,320,417.087,427.201,416.385,-0.0694
mixed,2,1,0.5,4.0,128,1024,256,1024,640,432.639,455.362,432.511,-0.0056
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,472.706,506.561,465.858,-0.2023
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,523.233,593.954,529.922,0.0946
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,630.851,767.811,634.656,0.0278
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,844.8,1097.795,847.939,0.0124
mixed,2,1,0.5,4.0,128,2048,128,512,320,563.392,575.746,561.026,-0.1915
mixed,2,1,0.5,4.0,128,2048,256,1024,640,580.163,598.499,578.464,-0.0927
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,617.025,654.434,613.154,-0.1035
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,666.465,736.706,673.632,0.102
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,779.844,910.916,778.309,-0.0117
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,997.378,1246.083,996.13,-0.005
mixed,2,1,0.5,4.0,128,4096,128,512,320,844.514,859.107,844.034,-0.0329
mixed,2,1,0.5,4.0,128,4096,256,1024,640,861.248,880.929,863.938,0.1367
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,901.635,936.548,896.546,-0.1458
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,950.305,1021.187,956.997,0.0944
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,1061.986,1192.869,1061.7,-0.0022
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1281.987,1525.413,1280.225,-0.0072
mixed,2,1,0.5,4.0,128,8192,128,512,320,1404.483,1419.331,1410.406,0.3989
mixed,2,1,0.5,4.0,128,8192,256,1024,640,1425.094,1445.892,1419.779,-0.2556
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,1462.148,1496.229,1456.712,-0.1595
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,1512.099,1576.389,1516.835,0.0737
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1623.91,1755.394,1622.404,-0.0115
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1831.492,2087.59,1836.679,0.0203
mixed,2,1,0.5,4.0,256,0,128,512,320,399.906,408.575,398.657,-0.1441
mixed,2,1,0.5,4.0,256,0,256,1024,640,417.857,435.971,415.746,-0.1165
mixed,2,1,0.5,4.0,256,0,512,2048,1280,455.201,490.915,452.353,-0.0797
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,505.824,576.386,509.154,0.0472
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,614.05,749.601,618.596,0.0335
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,825.348,1077.505,830.657,0.0211
mixed,2,1,0.5,4.0,256,512,128,512,320,545.859,557.826,544.995,-0.0722
mixed,2,1,0.5,4.0,256,512,256,1024,640,563.015,585.122,561.667,-0.061
mixed,2,1,0.5,4.0,256,512,512,2048,1280,601.441,637.632,596.64,-0.1327
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,650.275,720.447,654.498,0.0602
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,760.196,895.811,762.595,0.0177
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,972.609,1227.972,978.849,0.0244
mixed,2,1,0.5,4.0,256,1024,128,512,320,688.639,702.303,690.082,0.1056
mixed,2,1,0.5,4.0,256,1024,256,1024,640,705.887,723.491,704.993,-0.0508
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,741.984,779.396,740.897,-0.0291
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,796.483,865.025,796.354,-0.0019
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,905.029,1038.753,905.121,0.0007
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1114.435,1369.507,1120.161,0.0224
mixed,2,1,0.5,4.0,256,2048,128,512,320,973.189,983.297,975.812,0.2595
mixed,2,1,0.5,4.0,256,2048,256,1024,640,991.425,1011.907,991.17,-0.0124
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,1031.107,1061.797,1022.88,-0.2681
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,1078.819,1151.617,1086.531,0.1059
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,1191.012,1324.194,1187.395,-0.0272
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1406.052,1648.39,1399.459,-0.0272
mixed,2,1,0.5,4.0,256,4096,128,512,320,1535.366,1545.797,1534.44,-0.0888
mixed,2,1,0.5,4.0,256,4096,256,1024,640,1552.1,1570.531,1552.676,0.0313
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,1588.903,1624.804,1586.373,-0.0705
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,1639.663,1706.278,1646.659,0.105
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1746.245,1873.121,1751.334,0.0401
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1965.378,2209.894,1964.871,-0.0021
mixed,2,1,0.5,4.0,256,8192,128,512,320,2652.582,2667.401,2653.446,0.0583
mixed,2,1,0.5,4.0,256,8192,256,1024,640,2670.534,2689.354,2672.744,0.1174
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,2708.2,2742.89,2705.031,-0.0914
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,2759.782,2827.304,2762.443,0.0394
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,2866.372,2997.861,2869.894,0.0268
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,3085.767,3332.038,3084.491,-0.0052
mixed,2,1,0.5,4.0,512,0,128,512,320,414.944,428.608,412.863,-0.1523
mixed,2,1,0.5,4.0,512,0,256,1024,640,431.935,451.715,431.968,0.0017
mixed,2,1,0.5,4.0,512,0,512,2048,1280,470.016,506.4,465.921,-0.1125
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,524.611,589.089,528.066,0.0536
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,632.353,761.731,634.048,0.0131
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,852.387,1093.955,853.763,0.0057
mixed,2,1,0.5,4.0,512,512,128,512,320,694.242,705.316,692.74,-0.1356
mixed,2,1,0.5,4.0,512,512,256,1024,640,711.134,732.386,710.179,-0.0449
mixed,2,1,0.5,4.0,512,512,512,2048,1280,749.316,784.548,746.112,-0.0909
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,801.058,865.217,804.77,0.0579
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,909.697,1045.284,915.298,0.0413
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1128.61,1372.161,1123.908,-0.0193
mixed,2,1,0.5,4.0,512,1024,128,512,320,972.163,985.923,973.666,0.1092
mixed,2,1,0.5,4.0,512,1024,256,1024,640,991.619,1013.156,989.186,-0.113
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,1027.587,1064.419,1025.412,-0.0591
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,1079.075,1150.882,1086.337,0.1011
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1197.059,1325.155,1191.782,-0.0412
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1399.714,1654.406,1401.093,0.0054
mixed,2,1,0.5,4.0,512,2048,128,512,320,1530.79,1544.322,1531.651,0.0636
mixed,2,1,0.5,4.0,512,2048,256,1024,640,1550.086,1568.545,1549.923,-0.0088
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,1588.035,1625.7,1582.245,-0.1537
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,1641.704,1704.23,1644.643,0.047
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1746.148,1880.261,1751.969,0.0434
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1964.483,2216.515,1966.404,0.0076
mixed,2,1,0.5,4.0,512,4096,128,512,320,2645.481,2658.63,2649.926,0.338
mixed,2,1,0.5,4.0,512,4096,256,1024,640,2664.2,2679.654,2665.159,0.0621
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,2701.542,2735.368,2698.248,-0.0974
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,2754.15,2818.15,2760.549,0.1
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,2865.704,2998.905,2863.526,-0.0164
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,3075.657,3327.627,3083.174,0.0298
mixed,2,1,0.5,4.0,512,8192,128,512,320,4877.099,4891.499,4877.422,0.0224
mixed,2,1,0.5,4.0,512,8192,256,1024,640,4894.698,4917.614,4897.258,0.1117
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,4931.472,4978.226,4929.515,-0.0419
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,4983.919,5060.013,4991.884,0.1047
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,5101.392,5234.318,5108.139,0.0508
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,5307.34,5558.924,5310.126,0.0111
mixed,2,1,0.5,4.0,1024,0,128,512,320,969.411,982.944,966.435,-0.2199
mixed,2,1,0.5,4.0,1024,0,256,1024,640,987.585,1007.619,984.738,-0.1421
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,1023.043,1061.378,1023.364,0.0084
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,1072.771,1145.604,1079.04,0.0861
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1185.539,1316.962,1189.666,0.0314
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1402.406,1651.585,1405.347,0.0118
mixed,2,1,0.5,4.0,1024,512,128,512,320,1513.603,1530.949,1515.429,0.1053
mixed,2,1,0.5,4.0,1024,512,256,1024,640,1533.732,1550.916,1531.65,-0.1212
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,1572.548,1605.924,1567.329,-0.1564
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1624.483,1692.323,1629.251,0.0703
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1733.281,1863.457,1733.891,0.0047
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,1938.819,2198.853,1954.69,0.061
mixed,2,1,0.5,4.0,1024,1024,128,512,320,2052.422,2068.357,2056.901,0.2811
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,2074.566,2094.758,2070.949,-0.1791
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,2111.751,2146.181,2105.734,-0.1748
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,2161.155,2232.229,2172.646,0.1617
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,2276.133,2406.599,2275.302,-0.0064
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2488.455,2735.717,2486.407,-0.0083
mixed,2,1,0.5,4.0,1024,2048,128,512,320,3160.772,3165.031,3158.535,-0.5252
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,3171.845,3196.037,3174.952,0.1284
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,3212.169,3249.796,3204.422,-0.2059
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,3257.221,3330.249,3269.158,0.1635
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,3371.497,3500.516,3371.879,0.003
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,3594.18,3836.038,3581.799,-0.0512
mixed,2,1,0.5,4.0,1024,4096,128,512,320,5343.306,5365.098,5349.322,0.2761
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,5362.153,5381.097,5359.405,-0.1451
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,5398.344,5430.091,5393.286,-0.1593
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,5446.025,5519.113,5449.129,0.0425
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,5558.376,5693.337,5559.916,0.0114
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,5784.97,6017.834,5778.824,-0.0264
mixed,2,1,0.5,4.0,1024,8192,128,512,320,9786.645,9805.392,9784.596,-0.1093
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,9797.395,9817.648,9805.106,0.3807
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,9835.565,9878.675,9835.566,0.0
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,9892.976,9955.089,9896.373,0.0547
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,9998.291,10136.972,9999.987,0.0122
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,10216.564,10473.333,10216.661,0.0004
mixed,2,1,0.5,4.0,2048,0,128,512,320,2760.23,2774.628,2757.093,-0.2179
mixed,2,1,0.5,4.0,2048,0,256,1024,640,2779.234,2796.71,2773.509,-0.3276
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,2815.619,2853.096,2811.14,-0.1195
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,2866.277,2937.511,2872.517,0.0876
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2977.477,3118.023,2978.854,0.0098
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,3190.599,3441.16,3192.358,0.007
mixed,2,1,0.5,4.0,2048,512,128,512,320,3783.173,3792.614,3779.015,-0.4404
mixed,2,1,0.5,4.0,2048,512,256,1024,640,3795.143,3813.474,3796.392,0.0681
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,3836.295,3874.024,3830.696,-0.1484
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,3882.92,3953.062,3891.368,0.1204
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,3999.719,4132.997,3995.27,-0.0334
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,4214.471,4458.373,4209.833,-0.019
mixed,2,1,0.5,4.0,2048,1024,128,512,320,4815.753,4829.51,4818.953,0.2326
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,4827.303,4850.857,4830.985,0.1563
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,4874.984,4903.017,4861.03,-0.4978
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,4921.769,4993.799,4929.769,0.1111
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,5033.864,5168.521,5030.47,-0.0252
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,5244.745,5498.697,5242.534,-0.0087
mixed,2,1,0.5,4.0,2048,2048,128,512,320,6879.533,6900.686,6885.582,0.286
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,6899.759,6920.365,6898.412,-0.0654
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,6944.108,6975.372,6941.321,-0.0891
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,6987.116,7054.635,6994.636,0.1114
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,7107.407,7235.472,7107.595,0.0015
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,7316.397,7565.647,7310.314,-0.0244
mixed,2,1,0.5,4.0,2048,4096,128,512,320,11168.18,11198.549,11175.312,0.2348
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,11186.517,11227.535,11199.792,0.3236
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,11233.493,11275.516,11236.498,0.0715
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,11288.114,11354.451,11306.958,0.2841
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,11393.459,11532.627,11407.666,0.1021
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,11608.533,11877.014,11607.799,-0.0027
mixed,2,1,0.5,4.0,2048,8192,128,512,320,20055.998,19262.337,19243.744,
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,19268.03,19282.302,19265.599,-0.1703
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,20201.7,19323.388,19313.153,
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,19344.766,19418.749,19345.408,0.0087
